,file,intermediate_steps,summary,proc_time
10,T_AZG-20230426-1355-81_금소법_SSG.COM카드 Edition2_v1.pdf,"['- 상품명: SSG.COM 카드 Edition2\n- 연회비: 국내전용 10,000원, 국내외겸용 10,000원\n- 신용카드 이용한도: 심사 후 부여 예정\n- 단기카드 대출(현금 서비스) 이용한도: 심사 후 부여 예정\n- SSG.COM에서 매달 SSG MONEY 3,900원 제공 (전월 이용금액 30만원 이상 시, 월 1회)\n- SSG MONEY 적립: SSG.COM (전월 이용금액 30만원 이상, 적립률 7%, 월 1만 SSG MONEY), 그 외 가맹점 (적립률 0.5%, 제한 없음)\n- 금리(수수료율): 일시불결제 (없음), 할부결제 (4.2% ~ 19.5%), 단기카드 대출(현금 서비스) (5.5% ~ 19.9%), 일부 결제금액 이월 약정(리볼빙) (4.5% ~ 19.9%)\n- 연체 이자율: 회원별, 이용 상품별 약정 금리 + 연체 가산 금리 (최고 연 20%)\n- 해지 시 연회비 반환: 일할 계산하여 반환 (해지 신청 후 10 영업일 이내, 불가피한 경우 3개월 이내)\n- 위법 계약 해지권, 개인 신용 평가 대응권, 단기 카드 대출(현금 서비스) 금리 인하 요구권 등의 권리가 있음\n- 민원 및 분쟁 처리: 현대카드 홈페이지, 앱, 고객 센터(1577-6000) 이용 가능\n- 신용카드 해지 신청: 현대카드 홈페이지, 앱, 고객 센터(1577-6000) 이용 가능']","- 상품명: SSG.COM 카드 Edition2
- 연회비: 국내전용 10,000원, 국내외겸용 10,000원
- 신용카드 이용한도 및 단기카드 대출(현금 서비스) 이용한도: 심사 후 부여 예정
- SSG.COM에서 매달 SSG MONEY 3,900원 제공 (전월 이용금액 30만원 이상 시, 월 1회)
- SSG MONEY 적립: SSG.COM (전월 이용금액 30만원 이상, 적립률 7%, 월 1만 SSG MONEY), 그 외 가맹점 (적립률 0.5%, 제한 없음)
- 금리(수수료율): 일시불결제 (없음), 할부결제 (4.2% ~ 19.5%), 단기카드 대출(현금 서비스) (5.5% ~ 19.9%), 일부 결제금액 이월 약정(리볼빙) (4.5% ~ 19.9%)
- 연체 이자율: 회원별, 이용 상품별 약정 금리 + 연체 가산 금리 (최고 연 20%)
- 해지 시 연회비 반환: 일할 계산하여 반환 (해지 신청 후 10 영업일 이내, 불가피한 경우 3개월 이내)
- 권리: 위법 계약 해지권, 개인 신용 평가 대응권, 단기 카드 대출(현금 서비스) 금리 인하 요구권 등
- 민원 및 분쟁 처리, 신용카드 해지 신청: 현대카드 홈페이지, 앱, 고객 센터(1577-6000) 이용 가능",133.91762518882751
11,T_AOB-20230511-1718-12_SC제일은행_금소법_ZERO(포인트형)_V1.pdf,"['- 상품명: SC 제일은행-현대카드 ZERO Edition2(포인트형)\n- 연회비: 국내전용 10,000원, 국내외겸용 10,000원\n- 신용카드 이용한도: 심사 후 부여 예정\n- 단기카드 대출(현금 서비스) 이용한도: 심사 후 부여 예정\n- 혜택: 기본 1% 적립, 생활 필수 영역 2.5% 적립\n- 일시불 결제 금리: 없음\n- 할부 결제 금리: (4.2)% ~ (19.5)%\n- 단기 카드 대출(현금 서비스) 금리: (5.5)% ~ (19.9)%\n- 일부 결제 금액 이월 약정(리볼빙) 금리: (4.5)% ~ (19.9)%\n- 연체 이자율: 회원별, 이용 상품별 약정 금리 + 연체 가산 금리 (최고 연 20%)\n- 해지 시 연회비 반환: 일할 계산하여 반환 (해지일부터 10영업일 이내 반환)\n- 위법 계약 해지권, 개인 신용 평가 대응권, 단기 카드 대출 금리 인하 요구권 등 회원 권리 제공\n- 민원 및 분쟁 처리: 현대카드 홈페이지, 앱, 고객센터(1577-6000) 이용 가능\n\n요약:\n- 상품명: SC 제일은행-현대카드 ZERO Edition2(포인트형)\n- 연회비: 국내전용 10,000원, 국내외겸용 10,000원\n- 신용카드 이용한도 및 단기카드 대출(현금 서비스) 이용한도: 심사 후 부여 예정\n- 혜택: 기본 1% 적립, 생활 필수 영역 2.5% 적립\n- 금리: 일시불 결제 없음, 할부 결제 (4.2)% ~ (19.5)%, 단기 카드 대출(현금 서비스) (5.5)% ~ (19.9)%, 일부 결제 금액 이월 약정(리볼빙) (4.5)% ~ (19.9)%\n- 연체 이자율 및 회원 권리 제공\n- 민원 및 분쟁 처리: 현대카드 홈페이지, 앱, 고객센터(1577-6000) 이용 가능']","- 상품명: SC 제일은행-현대카드 ZERO Edition2(포인트형)
- 연회비: 국내전용 10,000원, 국내외겸용 10,000원
- 신용카드 이용한도 및 단기카드 대출(현금 서비스) 이용한도: 심사 후 부여 예정
- 혜택: 기본 1% 적립, 생활 필수 영역 2.5% 적립
- 금리: 일시불 결제 없음, 할부 결제 (4.2)% ~ (19.5)%, 단기 카드 대출(현금 서비스) (5.5)% ~ (19.9)%, 일부 결제 금액 이월 약정(리볼빙) (4.5)% ~ (19.9)%
- 연체 이자율 및 회원 권리 제공
- 민원 및 분쟁 처리: 현대카드 홈페이지, 앱, 고객센터(1577-6000) 이용 가능",117.0829119682312
12,T_AOB-20230511-1718-12_SC제일은행_금소법_M 체크(포인트형)_V1.pdf,"['- 상품명: 현대카드M CHECK\n- 연회비: 국내전용 - 0원 (기본연회비 0원 + 제휴연회비 0원)\n- 기본적립: 당월 100만 원 미만 이용시 0.5% M포인트 적립, 당월 100만 원 이상 이용시 1% M포인트 적립\n- 이용한도: 신용한도 이내\n- 결제: 선구매후결제\n- 할부결제이용: 가능\n- 금리(수수료율): 일시불결제 - 없음, 할부결제 - (4.2)% ~ (19.5)%, 단기카드대출(현금서비스) - (5.5)% ~ (19.9)%, 일부결제금액이월약정(리볼빙) - (4.5)% ~ (19.9)%\n- 해지 시 연회비 반환: 일할 계산하여 반환 (해지일부터 10영업일 이내)\n- 연체 이자율: 연 3% ~ 최고 연 20%\n- 민원 및 분쟁 처리: 현대카드 홈페이지, 고객센터(1577-6000) 이용 가능\n- 신용카드 해지 신청: 현대카드 홈페이지, 앱, 고객센터를 통해 가능']","- 상품명: 현대카드M CHECK
- 연회비: 국내전용 - 0원 (기본연회비 0원 + 제휴연회비 0원)
- 기본적립: 당월 100만 원 미만 이용시 0.5% M포인트 적립, 당월 100만 원 이상 이용시 1% M포인트 적립
- 이용한도: 신용한도 이내
- 결제: 선구매후결제
- 할부결제이용: 가능
- 금리(수수료율): 일시불결제 - 없음, 할부결제 - (4.2)% ~ (19.5)%, 단기카드대출(현금서비스) - (5.5)% ~ (19.9)%, 일부결제금액이월약정(리볼빙) - (4.5)% ~ (19.9)%
- 해지 시 연회비 반환: 일할 계산하여 반환 (해지일부터 10영업일 이내)
- 연체 이자율: 연 3% ~ 최고 연 20%
- 민원 및 분쟁 처리: 현대카드 홈페이지, 고객센터(1577-6000) 이용 가능
- 신용카드 해지 신청: 현대카드 홈페이지, 앱, 고객센터를 통해 가능",95.25231003761292
13,T_AOB-20230511-1718-12_SC제일은행_금소법_Red5_V1.pdf,"['- 상품명: SC제일은행-the Red Edition5\n- 연회비: 국내전용 300,000원 (기본연회비 100,000원 + 제휴연회비 200,000원), 국내외겸용 300,000원 (기본연회비 100,000원 + 제휴연회비 200,000원)\n- 신용카드 이용한도: 심사 후 부여 예정, 단기카드 대출(현금 서비스) 이용한도: 심사 후 부여 예정\n- M포인트 적립: 기본적립 (당월 이용금액에 따라 국내외 가맹점 이용금액의 1~2% 적립), 특별적립 (GS칼텍스 주유시 리터당 60 M포인트 적립, 현대자동차·기아 신차 구매시 2% 적립)\n- 프리미엄 혜택: 바우처, 로열티 보너스, 프리미엄 서비스 (메탈 플레이트, 무료 발레 파킹 서비스, 전세계 공항 라운지 무료 이용 서비스)\n- 금리(수수료율): 일시불결제 - 없음, 할부결제 - (4.2)% ~ (19.5)%, 단기카드 대출(현금 서비스) - (5.5)% ~ (19.9)%, 일부 결제금액 이월 약정(리볼빙) - (4.5)% ~ (19.9)%\n- 연회비 반환: 중도 해지 시 남은 기간에 해당하는 연회비 일할 계산하여 10 영업일(불가피한 경우 3개월) 이내에 반환\n- 연체 이자율 및 연체에 따른 불이익: 연체 이자율은 [회원별, 이용 상품별 약정 금리 + 연체 가산 금리]로 적용, 연체 시 신용도 하락, 연체 이자 및 지연 배상금 발생, 카드 이용 정지, 카드 이용 한도 감액, 카드 이용 계약 해지 등 불이익 발생 가능\n- 신용카드 해지 신청: 현대카드 홈페이지, 앱, 고객 센터를 통해 신청 가능']","- 상품명: SC제일은행-the Red Edition5
- 연회비: 국내전용 300,000원, 국내외겸용 300,000원
- 신용카드 이용한도 및 단기카드 대출 이용한도: 심사 후 부여 예정
- M포인트 적립: 기본적립 1~2%, 특별적립 (GS칼텍스 주유, 현대자동차·기아 신차 구매)
- 프리미엄 혜택: 바우처, 로열티 보너스, 프리미엄 서비스 (메탈 플레이트, 무료 발레 파킹, 전세계 공항 라운지 무료 이용)
- 금리(수수료율): 일시불결제 - 없음, 할부결제 - 4.2% ~ 19.5%, 단기카드 대출 - 5.5% ~ 19.9%, 일부 결제금액 이월 약정 - 4.5% ~ 19.9%
- 연회비 반환: 중도 해지 시 일할 계산하여 10 영업일(불가피한 경우 3개월) 이내에 반환
- 연체 이자율 및 불이익: 연체 이자율은 약정 금리 + 연체 가산 금리 적용, 연체 시 신용도 하락 및 불이익 발생 가능
- 신용카드 해지 신청: 현대카드 홈페이지, 앱, 고객 센터를 통해 신청 가능",119.29384255409241
14,T_AOB-20230511-1718-12_SC제일은행_금소법_MB_ZERO FD_v1.pdf,"['- 상품명: SC 제일은행-현대카드 MY BUSINESS ZERO Food&Drink\n- 연회비: 국내전용 30,000원 (기본연회비 10,000원 + 제휴연회비 20,000원), 국내외겸용 30,000원 (기본연회비 10,000원 + 제휴연회비 20,000원)\n- 신용카드 이용한도 및 단기카드 대출(현금 서비스) 이용한도: 심사 후 부여 예정\n- 할인 서비스: 모든 가맹점 0.7% 할인, 사업성 경비 영역에서 이용 시 1.5% 할인 (대형마트, 슈퍼마켓, 식자재 온라인몰, 전기요금, 도시가스 요금, 4대 보험)\n- 무이자 할부: 모든 가맹점에서 5만원 이상 결제 시 2~3개월 무이자 할부 혜택 제공\n- 일시불 결제 금리: 없음, 할부 결제 금리: (4.2)% ~ (19.5)%, 단기 카드 대출 (현금 서비스) 금리: (5.5)% ~ (19.9)%, 일부 결제 금액 이월 약정 (리볼빙) 금리: (4.5)% ~ (19.9)%\n- 해외 서비스 수수료: (0.18)%, 국제 브랜드 수수료: (1)% ~ (1.4)%\n- 자동화 기기 (ATM) 이용 수수료: (800)원 ~ (1,300)원\n- 연회비 반환: 중도 해지 시 남은 기간에 해당하는 연회비 일할 계산하여 10영업일 (불가피한 경우 3개월) 이내에 반환\n- 신용카드 이용 대금 연체 시 발생하는 불이익: 연체 이자 부담, 신용도 하락, 카드 이용 정지, 카드 이용 한도 감액, 카드 이용 계약 해지 등\n\n요약:\n- 상품명: SC 제일은행-현대카드 MY BUSINESS ZERO Food&Drink\n- 연회비: 국내전용 30,000원, 국내외겸용 30,000원\n- 이용한도: 심사 후 부여 예정\n- 할인 서비스: 모든 가맹점 0.7% 할인, 사업성 경비 영역 1.5% 할인\n- 무이자 할부: 5만원 이상 결제 시 2~3개월 무이자 할부 혜']","- 상품명: SC 제일은행-현대카드 MY BUSINESS ZERO Food&Drink
- 연회비: 국내전용 30,000원, 국내외겸용 30,000원
- 이용한도: 심사 후 부여 예정
- 할인 서비스: 모든 가맹점 0.7% 할인, 사업성 경비 영역 1.5% 할인
- 무이자 할부: 5만원 이상 결제 시 2~3개월 무이자 할부 혜택
- 일시불 결제 금리: 없음, 할부 결제 금리: 4.2% ~ 19.5%, 단기 카드 대출 금리: 5.5% ~ 19.9%, 일부 결제 금액 이월 약정 금리: 4.5% ~ 19.9%
- 해외 서비스 수수료: 0.18%, 국제 브랜드 수수료: 1% ~ 1.4%
- ATM 이용 수수료: 800원 ~ 1,300원
- 연회비 반환: 중도 해지 시 일할 계산하여 10영업일 이내 반환
- 연체 시 불이익: 연체 이자 부담, 신용도 하락, 카드 이용 정지, 카드 이용 한도 감액, 카드 이용 계약 해지 등",121.82756304740906
15,T_AEI-20230512-2127-52_금소법_미래에셋 Silver_v1.pdf,"['- 카드 이름: 미래에셋현대카드Silver\n- 연회비: 국내전용 30,000원 (기본연회비 10,000원 + 제휴연회비 20,000원), 국내외겸용 30,000원 (기본연회비 10,000원 + 제휴연회비 20,000원)\n- 신용카드 이용한도: 심사 후 부여 예정\n- 단기카드 대출(현금 서비스) 이용한도: 심사 후 부여 예정\n- 스탁 마일리지 적립: 대상 업종 및 가맹점, 전월 이용금액에 따른 적립률 및 적립한도\n- 이용 대금 결제 방법: 일시불 결제, 할부 결제, 단기 카드 대출 (현금 서비스), 일부 결제금액 이월 약정 (리볼빙)\n- 금리 (수수료율): 일시불 결제 - 없음, 할부 결제 - (4.2)% ~ (19.5)%, 단기 카드 대출 (현금 서비스) - (5.5)% ~ (19.9)%, 일부 결제금액 이월 약정 (리볼빙) - (4.5)% ~ (19.9)%\n- 연체 이자율 및 연체에 따른 불이익: 연체 이자율은 [회원별, 이용 상품별 약정 금리 + 연체 가산 금리]로 적용, 연체 시 신용도 하락, 연체 이자 및 지연 배상금 발생, 카드 이용 정지, 카드 이용 한도 감액, 카드 이용 계약 해지 등 불이익 발생 가능\n- 신용카드 해지 신청 안내: 현대카드 홈페이지, 앱, 고객 센터를 통해 신용카드 해지 신청 가능']","- 카드 이름: 미래에셋현대카드Silver
- 연회비: 국내전용 30,000원, 국내외겸용 30,000원
- 신용카드 이용한도: 심사 후 부여
- 단기카드 대출 이용한도: 심사 후 부여
- 스탁 마일리지 적립: 대상 업종 및 가맹점, 전월 이용금액에 따른 적립률 및 적립한도
- 이용 대금 결제 방법: 일시불 결제, 할부 결제, 단기 카드 대출, 일부 결제금액 이월 약정
- 금리: 일시불 결제 - 없음, 할부 결제 - 4.2% ~ 19.5%, 단기 카드 대출 - 5.5% ~ 19.9%, 일부 결제금액 이월 약정 - 4.5% ~ 19.9%
- 연체 이자율 및 불이익: 연체 이자율은 약정 금리 + 연체 가산 금리, 연체 시 신용도 하락, 연체 이자 및 지연 배상금 발생, 카드 이용 정지, 카드 이용 한도 감액, 카드 이용 계약 해지 등 가능
- 신용카드 해지 신청: 현대카드 홈페이지, 앱, 고객 센터를 통해 가능",112.32115244865417
16,T_ATW-20220817-1630-54_금소법설명서_현대카드M2 Edition3(family)_온라인_v2.pdf,"['- 카드명: 현대카드 M2 Edition3 (Family)\n- 연회비: 국내전용 5,000원 (기본연회비 5,000원 + 제휴연회비 0원), 초년도 정상 부과 후 2~5년차 면제\n- 신용카드 이용한도: 심사 후 부여 예정\n- 단기카드 대출(현금 서비스) 이용한도: 심사 후 부여 예정\n- M포인트 적립: 기본 적립 0.5~3%, 당월 이용금액 100만원 이상시 1.5배 적립\n- 추가 적립: 온라인 간편 결제 서비스 10% M포인트 적립, 디지털 콘텐츠 서비스 10% M포인트 적립, 통신 요금 정기 결제시 10% M포인트 적립\n- 특별 적립: 현대자동차·기아 신차 구매시 1.5% M포인트 적립, GS칼텍스 주유시 리터당 60 M포인트 적립\n- 패밀리 서비스: 롯데시네마 영화 티켓 예매시 2,000~4,000원 청구 할인, 놀이공원/레저 할인\n- 플래티넘 서비스: 커피 전문점 결제 건당 500원 할인 (월 1회/연간 12회 한도), 서울 및 대도시 제휴 주차장 주말 무료 주차 (월 1회/연간 12회 한도)\n- 일시불 결제 금리: 없음\n- 할부 결제 금리: 4.2% ~ 19.5%\n- 단기카드 대출(현금 서비스) 금리: 5.5% ~ 19.9%\n- 일부 결제 금액 이월 약정(리볼빙) 금리: 4.5% ~ 19.9%']","- 카드명: 현대카드 M2 Edition3 (Family)
- 연회비: 국내전용 5,000원 (기본연회비 5,000원 + 제휴연회비 0원), 초년도 정상 부과 후 2~5년차 면제
- 신용카드 이용한도 및 단기카드 대출(현금 서비스) 이용한도: 심사 후 부여 예정
- M포인트 적립: 기본 적립 0.5~3%, 당월 이용금액 100만원 이상시 1.5배 적립
- 추가 적립: 온라인 간편 결제 서비스, 디지털 콘텐츠 서비스, 통신 요금 정기 결제시 10% M포인트 적립
- 특별 적립: 현대자동차·기아 신차 구매시 1.5% M포인트 적립, GS칼텍스 주유시 리터당 60 M포인트 적립
- 패밀리 서비스: 롯데시네마 영화 티켓 예매시 2,000~4,000원 청구 할인, 놀이공원/레저 할인
- 플래티넘 서비스: 커피 전문점 결제 건당 500원 할인 (월 1회/연간 12회 한도), 서울 및 대도시 제휴 주차장 주말 무료 주차 (월 1회/연간 12회 한도)
- 일시불 결제 금리: 없음
- 할부 결제 금리: 4.2% ~ 19.5%
- 단기카드 대출(현금 서비스) 금리: 5.5% ~ 19.9%
- 일부 결제 금액 이월 약정(리볼빙) 금리: 4.5% ~ 19.9%",121.87008738517761
17,T_ AEI-20230512-2127-52_금소법_미래에셋 Diamond_v1.pdf,"['- 상품명: 미래에셋현대카드Diamond\n- 연회비: 국내전용 500,000원 (기본연회비 150,000원 + 제휴연회비 350,000원), 국내외겸용 500,000원 (기본연회비 150,000원 + 제휴연회비 350,000원)\n- 신용카드 이용한도: 심사 후 부여 예정, 단기카드 대출(현금 서비스) 이용한도: 심사 후 부여 예정\n- 적립률: 5X - 특별적립 (특급 호텔, 여행/항공, 면세점, 골프장/골프 연습장), 3X - 특별적립 (백화점, 프리미엄 아울렛), 1X - 기본적립 (그 외 가맹점)\n- 바우처 제공: 투자/쇼핑/호텔/골프 4개 영역에서 30만원 상당 바우처 제공 (연 1회, 택 3)\n- 프리미엄 서비스: 공항 라운지 무료 이용 (연 10회), 메탈 플레이트 제공 (최초 발급 시)\n- 서비스 등급: 신규 발급 시 미래에셋증권 Diamond 등급 적용\n- 금리(수수료율): 일시불결제 - 없음, 할부결제 - (4.2)% ~ (19.5)%, 단기카드대출(현금서비스) - (5.5)% ~ (19.9)%, 일부결제금액이월약정(리볼빙) - (4.5)% ~ (19.9)%\n- 연체 이자율: 연 3% ~ 최고 연 20%\n- 해지 신청 방법: 현대카드 홈페이지, 앱, 고객센터(1577-6000) 이용 가능']","- 상품명: 미래에셋현대카드Diamond
- 연회비: 국내전용 500,000원, 국내외겸용 500,000원
- 신용카드 이용한도 및 단기카드 대출 이용한도: 심사 후 부여 예정
- 적립률: 5X (특급 호텔, 여행/항공, 면세점, 골프장/골프 연습장), 3X (백화점, 프리미엄 아울렛), 1X (그 외 가맹점)
- 바우처 제공: 연 1회, 투자/쇼핑/호텔/골프 4개 영역에서 30만원 상당 바우처 제공 (택 3)
- 프리미엄 서비스: 공항 라운지 무료 이용 (연 10회), 메탈 플레이트 제공 (최초 발급 시)
- 서비스 등급: 미래에셋증권 Diamond 등급 적용 (신규 발급 시)
- 금리(수수료율): 일시불결제 - 없음, 할부결제 - (4.2)% ~ (19.5)%, 단기카드대출(현금서비스) - (5.5)% ~ (19.9)%, 일부결제금액이월약정(리볼빙) - (4.5)% ~ (19.9)%
- 연체 이자율: 연 3% ~ 최고 연 20%
- 해지 신청 방법: 현대카드 홈페이지, 앱, 고객센터(1577-6000) 이용 가능",145.63222932815552
18,T_A3W-20230515-1410-69_금소법_현대카드M-경차전용카드 Edition2(유류환급)_V1.pdf,"['- 상품명: 현대카드M-경차 전용카드 Edition2(유류세환급)\n- 연회비: 국내전용 없음\n- 신용카드 이용한도: 심사 후 부여 예정\n- 단기카드 대출(현금 서비스) 이용한도: 심사 후 부여 예정\n- 주요 혜택 및 부가 서비스:\n  1) 정부 유류세 환급 제도 지원\n  2) 주유 할인 서비스: 전월 이용금액에 따른 리터당 청구 할인\n- 금리(수수료율):\n  - 일시불 결제: 없음\n  - 할부 결제: (4.2)% ~ (19.5)%\n  - 단기 카드 대출(현금 서비스): (5.5)% ~ (19.9)%\n  - 일부 결제 금액 이월 약정(리볼빙): (4.5)% ~ (19.9)%\n- 연체 이자율: 연 3% ~ 최고 연 20%\n- 해지 시 연회비 반환: 일할 계산하여 반환\n- 민원 및 분쟁 관련 문의: 현대카드 고객센터(1577-6000) 또는 홈페이지, 앱 이용 가능\n- 기타 주의 사항: 금융 사기 피해 주의, 카드 뒷면 서명 필수, 이용 중 카드 해지 시 연회비 반환 등']","- 상품명: 현대카드M-경차 전용카드 Edition2(유류세환급)
- 연회비: 국내전용 없음
- 신용카드 이용한도 및 단기카드 대출 이용한도: 심사 후 부여 예정
- 주요 혜택 및 부가 서비스:
  1) 정부 유류세 환급 제도 지원
  2) 주유 할인 서비스: 전월 이용금액에 따른 리터당 청구 할인
- 금리(수수료율):
  - 일시불 결제: 없음
  - 할부 결제: 4.2% ~ 19.5%
  - 단기 카드 대출(현금 서비스): 5.5% ~ 19.9%
  - 일부 결제 금액 이월 약정(리볼빙): 4.5% ~ 19.9%
- 연체 이자율: 연 3% ~ 최고 연 20%
- 해지 시 연회비 반환: 일할 계산하여 반환
- 민원 및 분쟁 관련 문의: 현대카드 고객센터(1577-6000) 또는 홈페이지, 앱 이용 가능
- 기타 주의 사항: 금융 사기 피해 주의, 카드 뒷면 서명 필수, 이용 중 카드 해지 시 연회비 반환 등",79.17544198036194
19,T_AEI-20230512-2127-52_금소법_미래에셋 Gold_v1.pdf,"['- 상품명: 미래에셋현대카드Gold\n- 연회비: 국내전용 150,000원 (기본연회비 50,000원 + 제휴연회비 100,000원), 국내외겸용 150,000원 (기본연회비 50,000원 + 제휴연회비 100,000원)\n- 신용카드 이용한도: 심사 후 부여 예정, 단기카드 대출(현금 서비스) 이용한도: 심사 후 부여 예정\n- 스탁 마일리지 적립: 3X 특별 적립 (전월 이용금액 50만원 이상, 월 이용금액 100만원 한도 내 3% 적립), 2X 특별 적립 (2% 적립, 제한 없음), 1X 기본 적립 (그 외 가맹점, 1% 적립)\n- 바우처 제공: 투자/쇼핑/호텔/골프 4개 영역에서 30만원 상당 바우처 제공 (연 1회, 택 1)\n- 연간 적립: 전년도 이용금액 2,400만원 이상 시 5만 스탁 마일리지 적립\n- 프리미엄 서비스: 공항 라운지 무료 이용 (연 2회), 메탈 플레이트 제공 (발급 수수료 10만원 별도 부과)\n- 할부 결제 금리: (4.2)% ~ (19.5)%, 단기 카드 대출 (현금 서비스) 금리: (5.5)% ~ (19.9)%, 일부 결제 금액 이월 약정 (리볼빙) 금리: (4.5)% ~ (19.9)%\n- 연체 이자율: 회원별, 이용 상품별 약정 금리 + 연체 가산 금리 (최고 연 20%)\n- 신용카드 해지 시 연회비 반환: 일할 계산하여 반환 (해지 신청 가능: 홈페이지, 앱, 고객 센터)']","- 상품명: 미래에셋현대카드Gold
- 연회비: 국내전용 150,000원, 국내외겸용 150,000원
- 신용카드 이용한도 및 단기카드 대출 이용한도: 심사 후 부여 예정
- 스탁 마일리지 적립: 3X 특별 적립, 2X 특별 적립, 1X 기본 적립
- 바우처 제공: 투자/쇼핑/호텔/골프 영역에서 30만원 상당 바우처 제공 (연 1회, 택 1)
- 연간 적립: 전년도 이용금액 2,400만원 이상 시 5만 스탁 마일리지 적립
- 프리미엄 서비스: 공항 라운지 무료 이용 (연 2회), 메탈 플레이트 제공 (발급 수수료 10만원 별도 부과)
- 할부 결제 금리: (4.2)% ~ (19.5)%, 단기 카드 대출 금리: (5.5)% ~ (19.9)%, 일부 결제 금액 이월 약정 금리: (4.5)% ~ (19.9)%
- 연체 이자율: 회원별, 이용 상품별 약정 금리 + 연체 가산 금리 (최고 연 20%)
- 신용카드 해지 시 연회비 반환: 일할 계산하여 반환 (해지 신청 가능: 홈페이지, 앱, 고객 센터)",121.52522087097168
20,T_AOB-20230511-1718-12_SC제일은행_금소법_M BOOST_V1.pdf,"['- 상품명: SC 제일은행-현대카드M BOOST\n- 연회비: 국내전용 30,000원 (기본연회비 10,000원 + 제휴연회비 20,000원), 국내외겸용 30,000원 (기본연회비 10,000원 + 제휴연회비 20,000원)\n- 신용카드 이용한도: 심사 후 부여 예정, 단기카드 대출(현금 서비스) 이용한도: 심사 후 부여 예정\n- M포인트 적립: 기본 적립 0.5~3%, 5% 적립, 특별 적립\n- 일부 결제 금액 이월 약정(리볼빙) 금리: (4.5)% ~ (19.9)%\n- 해지 시 연회비 반환: 일할 계산하여 반환\n- 연체 이자율: 연 3% ~ 최고 연 20%\n- 신용카드 해지 신청: 홈페이지, 앱, 고객센터를 통해 가능\n\n요약:\n- 상품명: SC 제일은행-현대카드M BOOST\n- 연회비: 국내전용 3만원, 국내외겸용 3만원\n- 신용카드 이용한도 및 단기카드 대출(현금 서비스) 이용한도: 심사 후 부여 예정\n- M포인트 적립: 기본 적립, 5% 적립, 특별 적립\n- 일부 결제 금액 이월 약정(리볼빙) 금리: 4.5% ~ 19.9%\n- 해지 시 연회비 반환: 일할 계산하여 반환\n- 연체 이자율: 연 3% ~ 최고 연 20%\n- 신용카드 해지 신청: 홈페이지, 앱, 고객센터를 통해 가능']","- 상품명: SC 제일은행-현대카드M BOOST
- 연회비: 국내전용 3만원, 국내외겸용 3만원
- 신용카드 이용한도 및 단기카드 대출(현금 서비스) 이용한도: 심사 후 부여 예정
- M포인트 적립: 기본 적립, 5% 적립, 특별 적립
- 일부 결제 금액 이월 약정(리볼빙) 금리: 4.5% ~ 19.9%
- 해지 시 연회비 반환: 일할 계산하여 반환
- 연체 이자율: 연 3% ~ 최고 연 20%
- 신용카드 해지 신청: 홈페이지, 앱, 고객센터를 통해 가능",101.0935640335083
21,T_AQ6-20230517-1821-49_금소법_인플카 현대카드_V1.pdf,"['- 상품명: 인플카 현대카드\n- 연회비: 국내전용 10,000원 (기본연회비 10,000원 + 제휴연회비 0원), 국내외겸용 10,000원 (기본연회비 10,000원 + 제휴연회비 0원)\n- 신용카드 이용한도: 심사 후 부여 예정, 단기카드 대출(현금 서비스) 이용한도: 심사 후 부여 예정\n- 기본적립: 편의점, 대중교통, 통신요금 자동이체 혜택, 적립한도: 전월 이용금액 40만 원 미만 시 혜택 제외, 전월 이용금액 40만 원 이상 시 월 2천 M포인트 적립, 전월 이용금액 80만 원 이상 시 월 4천 M포인트 적립\n- 금리(수수료율): 일시불결제 - 없음, 할부결제 - (4.2)% ~ (19.5)%, 단기카드 대출(현금 서비스) - (5.5)% ~ (19.9)%, 일부 결제금액 이월 약정(리볼빙) - (4.5)% ~ (19.9)%\n- 해지 시 연회비 반환: 일할 계산 기준, 반환 기한: 해지 날로부터 10 영업일 이내 (불가피한 경우 3개월 이내)\n- 연체 이자율: 회원별, 이용 상품별 약정 금리 + 연체 가산 금리, 연체 가산 금리는 연 3%로 최고 연 20%로 합니다.\n- 일부 결제금액 이월 약정(리볼빙)의 위험성 및 예시: 수수료 발생, 신용도 하락 가능성\n- 신용카드 해지 신청 안내: 현대카드 홈페이지, 앱, 고객센터를 통해 해지 신청 가능']","- 상품명: 인플카 현대카드
- 연회비: 국내전용 10,000원, 국내외겸용 10,000원
- 신용카드 이용한도 및 단기카드 대출 이용한도: 심사 후 부여 예정
- 기본적립: 편의점, 대중교통, 통신요금 자동이체 혜택, 적립한도에 따른 M포인트 적립
- 금리(수수료율): 일시불결제 - 없음, 할부결제 - (4.2)% ~ (19.5)%, 단기카드 대출(현금 서비스) - (5.5)% ~ (19.9)%, 일부 결제금액 이월 약정(리볼빙) - (4.5)% ~ (19.9)%
- 해지 시 연회비 반환: 일할 계산 기준, 반환 기한: 해지 날로부터 10 영업일 이내 (불가피한 경우 3개월 이내)
- 연체 이자율: 회원별, 이용 상품별 약정 금리 + 연체 가산 금리, 연체 가산 금리는 연 3%로 최고 연 20%로 합니다.
- 일부 결제금액 이월 약정(리볼빙)의 위험성 및 예시: 수수료 발생, 신용도 하락 가능성
- 신용카드 해지 신청 안내: 현대카드 홈페이지, 앱, 고객센터를 통해 해지 신청 가능",119.41424512863159
